gene1	gene2	gene1_string_id	gene2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
F13A1	F2	9606.ENSP00000264870	9606.ENSP00000308541	0	0	0	0	0	0.045	0.900	0.561	0.954
F2	TTR	9606.ENSP00000308541	9606.ENSP00000237014	0	0	0	0	0.321	0	0	0.610	0.724
F2	FGB	9606.ENSP00000308541	9606.ENSP00000306099	0	0	0	0	0.768	0.900	0.900	0.836	0.999
F2	IL6	9606.ENSP00000308541	9606.ENSP00000385675	0	0	0	0	0	0	0	0.703	0.703
F2	TNF	9606.ENSP00000308541	9606.ENSP00000398698	0	0	0	0	0	0.066	0	0.753	0.760
F2	SERPINA1	9606.ENSP00000308541	9606.ENSP00000416066	0	0	0	0	0.260	0.045	0	0.726	0.790
F2	FN1	9606.ENSP00000308541	9606.ENSP00000346839	0	0	0	0	0.117	0.067	0	0.767	0.792
F2	MBL2	9606.ENSP00000308541	9606.ENSP00000363079	0	0	0	0	0.438	0.046	0.540	0.341	0.816
F2	FGA	9606.ENSP00000308541	9606.ENSP00000498441	0	0	0	0	0.879	0.966	0.900	0.886	0.999
F2	FGG	9606.ENSP00000308541	9606.ENSP00000336829	0	0	0	0	0.770	0.900	0.900	0.821	0.999
FABP5	S100A7	9606.ENSP00000297258	9606.ENSP00000357711	0	0	0	0	0.050	0.510	0	0.770	0.883
FADD	TNFRSF1A	9606.ENSP00000301838	9606.ENSP00000162749	0	0	0	0	0.135	0.813	0.900	0.998	0.999
FADD	TAB1	9606.ENSP00000301838	9606.ENSP00000216160	0	0	0	0	0.073	0.160	0	0.722	0.765
FADD	RIPK3	9606.ENSP00000301838	9606.ENSP00000216274	0	0	0	0	0.093	0.994	0.400	0.996	0.999
FADD	NFKB1	9606.ENSP00000301838	9606.ENSP00000226574	0	0	0	0	0.136	0.095	0	0.710	0.753
FADD	TRAF2	9606.ENSP00000301838	9606.ENSP00000247668	0	0	0	0	0.150	0.453	0.900	0.982	0.999
FADD	TICAM1	9606.ENSP00000301838	9606.ENSP00000248244	0	0	0	0	0.129	0.092	0.900	0.575	0.961
FADD	TANK	9606.ENSP00000301838	9606.ENSP00000259075	0	0	0	0	0	0.259	0	0.872	0.901
FADD	RIPK1	9606.ENSP00000301838	9606.ENSP00000259808	0	0	0	0	0.106	0.942	0.900	0.998	0.999
FADD	MAPK3	9606.ENSP00000301838	9606.ENSP00000263025	0	0	0	0	0.060	0.110	0	0.676	0.706
FADD	TP53	9606.ENSP00000301838	9606.ENSP00000269305	0	0	0	0	0.053	0	0	0.817	0.820
FADD	TLR3	9606.ENSP00000301838	9606.ENSP00000296795	0	0	0	0	0.083	0.370	0.500	0.526	0.845
FADD	IFIH1	9606.ENSP00000301838	9606.ENSP00000497271	0	0	0	0	0.094	0	0.500	0.404	0.707
FADD	MAPK8	9606.ENSP00000301838	9606.ENSP00000378974	0	0	0	0	0.080	0.475	0	0.447	0.709
FADD	TNFRSF1B	9606.ENSP00000301838	9606.ENSP00000365435	0	0	0	0	0.092	0	0	0.729	0.743
FADD	SQSTM1	9606.ENSP00000301838	9606.ENSP00000374455	0	0	0	0	0.048	0.334	0	0.631	0.746
FADD	RHOA	9606.ENSP00000301838	9606.ENSP00000400175	0	0	0	0	0.086	0.760	0	0.204	0.810
FADD	NLRP3	9606.ENSP00000301838	9606.ENSP00000337383	0	0	0	0	0	0.100	0	0.800	0.812
FADD	IKBKB	9606.ENSP00000301838	9606.ENSP00000430684	0	0	0	0	0.049	0	0.500	0.691	0.840
FADD	TNFAIP3	9606.ENSP00000301838	9606.ENSP00000481570	0	0	0	0	0.103	0.629	0.400	0.336	0.850
FADD	TLR4	9606.ENSP00000301838	9606.ENSP00000363089	0	0	0	0	0	0.100	0.500	0.717	0.861
FADD	TNFRSF25	9606.ENSP00000301838	9606.ENSP00000367013	0	0	0	0	0.087	0.047	0	0.913	0.917
FADD	TRAF6	9606.ENSP00000301838	9606.ENSP00000433623	0	0	0	0	0.062	0.090	0	0.916	0.922
FADD	TIRAP	9606.ENSP00000301838	9606.ENSP00000376445	0	0	0	0	0.093	0	0.900	0.349	0.935
FADD	IKBKG	9606.ENSP00000301838	9606.ENSP00000483825	0	0	0	0	0.185	0.481	0.500	0.738	0.937
FADD	MAVS	9606.ENSP00000301838	9606.ENSP00000401980	0	0	0	0	0.049	0.314	0.500	0.942	0.978
FADD	TNF	9606.ENSP00000301838	9606.ENSP00000398698	0	0	0	0	0.098	0.303	0.500	0.973	0.990
FADD	MYD88	9606.ENSP00000301838	9606.ENSP00000498321	0	0	0	0	0.131	0.455	0.900	0.925	0.995
FADD	FASLG	9606.ENSP00000301838	9606.ENSP00000356694	0	0	0	0	0.042	0.854	0.500	0.998	0.999
FAF2	RNF125	9606.ENSP00000261942	9606.ENSP00000217740	0	0	0	0	0.079	0	0.720	0	0.731
FAF2	UBR1	9606.ENSP00000261942	9606.ENSP00000290650	0	0	0	0	0.085	0.497	0	0.478	0.739
FAF2	UBE3A	9606.ENSP00000261942	9606.ENSP00000497594	0	0	0	0	0.109	0.731	0	0.146	0.777
FAF2	P4HB	9606.ENSP00000261942	9606.ENSP00000327801	0	0	0	0	0.087	0	0	0.780	0.790
FAF2	HUWE1	9606.ENSP00000261942	9606.ENSP00000340648	0	0	0	0	0.098	0.624	0	0.488	0.811
FAF2	TRIM56	9606.ENSP00000261942	9606.ENSP00000305161	0	0	0	0	0.073	0.292	0	0.739	0.813
FAF2	HSP90B1	9606.ENSP00000261942	9606.ENSP00000299767	0	0	0	0	0.127	0.616	0	0.503	0.819
FAF2	HSPA5	9606.ENSP00000261942	9606.ENSP00000324173	0	0	0	0	0.083	0.172	0	0.790	0.827
FAF2	UBE2G2	9606.ENSP00000261942	9606.ENSP00000338348	0	0	0	0	0.080	0.476	0	0.800	0.895
FAF2	UBE2J1	9606.ENSP00000261942	9606.ENSP00000451261	0	0	0	0	0.067	0.292	0	0.928	0.948
FAF2	VCP	9606.ENSP00000261942	9606.ENSP00000351777	0	0	0	0	0.141	0.995	0.540	0.980	0.999
FASLG	TNFRSF1A	9606.ENSP00000356694	9606.ENSP00000162749	0	0	0	0	0	0.617	0	0.997	0.998
FASLG	LAG3	9606.ENSP00000356694	9606.ENSP00000203629	0	0	0	0	0.280	0	0	0.691	0.768
FASLG	IL2RB	9606.ENSP00000356694	9606.ENSP00000216223	0	0	0	0	0.568	0	0	0.423	0.740
FASLG	RIPK3	9606.ENSP00000356694	9606.ENSP00000216274	0	0	0	0	0.094	0.067	0.400	0.583	0.760
FASLG	TGFB1	9606.ENSP00000356694	9606.ENSP00000221930	0	0	0	0	0	0.071	0	0.716	0.724
FASLG	IL2	9606.ENSP00000356694	9606.ENSP00000226730	0	0	0	0	0.130	0	0	0.806	0.824
FASLG	LTBR	9606.ENSP00000356694	9606.ENSP00000228918	0	0	0	0	0	0	0	0.738	0.738
FASLG	IFNG	9606.ENSP00000356694	9606.ENSP00000229135	0	0	0	0	0.555	0	0	0.856	0.933
FASLG	KLRK1	9606.ENSP00000356694	9606.ENSP00000240618	0	0	0	0	0.269	0	0	0.700	0.771
FASLG	RIPK1	9606.ENSP00000356694	9606.ENSP00000259808	0	0	0	0	0.063	0.067	0.500	0.595	0.799
FASLG	IL1B	9606.ENSP00000356694	9606.ENSP00000263341	0	0	0	0	0.049	0	0	0.799	0.800
FASLG	STAT3	9606.ENSP00000356694	9606.ENSP00000264657	0	0	0	0	0.049	0	0.750	0.589	0.893
FASLG	ICAM1	9606.ENSP00000356694	9606.ENSP00000264832	0	0	0	0	0.088	0	0	0.766	0.777
FASLG	TP53	9606.ENSP00000356694	9606.ENSP00000269305	0	0	0	0	0.087	0	0	0.703	0.718
FASLG	TNFSF12	9606.ENSP00000356694	9606.ENSP00000293825	0	0	0	0	0.069	0	0	0.768	0.774
FASLG	HAVCR2	9606.ENSP00000356694	9606.ENSP00000312002	0	0	0	0	0.188	0	0	0.728	0.770
FASLG	PDCD1	9606.ENSP00000356694	9606.ENSP00000335062	0	0	0	0	0.197	0	0	0.816	0.846
FASLG	KLRD1	9606.ENSP00000356694	9606.ENSP00000338130	0	0	0	0	0.673	0	0	0.574	0.855
FASLG	FOXO3	9606.ENSP00000356694	9606.ENSP00000339527	0	0	0	0	0	0.438	0.750	0.572	0.934
FASLG	FYN	9606.ENSP00000356694	9606.ENSP00000346671	0	0	0	0	0.113	0.788	0	0.292	0.856
FASLG	FN1	9606.ENSP00000356694	9606.ENSP00000346839	0	0	0	0	0	0.601	0	0.781	0.909
FASLG	NCK1	9606.ENSP00000356694	9606.ENSP00000417273	0	0	0	0	0.056	0.680	0	0.133	0.715
FASLG	ITGAM	9606.ENSP00000356694	9606.ENSP00000496959	0	0	0	0	0.082	0	0	0.703	0.715
FASLG	JUN	9606.ENSP00000356694	9606.ENSP00000360266	0	0	0	0	0	0	0	0.724	0.724
FASLG	FOXO1	9606.ENSP00000356694	9606.ENSP00000368880	0	0	0	0	0.049	0.068	0.500	0.478	0.737
FASLG	PDCD1LG2	9606.ENSP00000356694	9606.ENSP00000380855	0	0	0	0	0.056	0	0	0.742	0.746
FASLG	TNFRSF1B	9606.ENSP00000356694	9606.ENSP00000365435	0	0	0	0	0.072	0	0	0.776	0.783
FASLG	MAPK8	9606.ENSP00000356694	9606.ENSP00000378974	0	0	0	0	0.049	0.742	0	0.435	0.849
FASLG	IL10	9606.ENSP00000356694	9606.ENSP00000412237	0	0	0	0	0.129	0	0	0.873	0.885
FASLG	GNLY	9606.ENSP00000356694	9606.ENSP00000436423	0	0	0	0	0.456	0	0	0.860	0.921
FASLG	TNF	9606.ENSP00000356694	9606.ENSP00000398698	0	0	0	0.663	0.085	0.053	0	0.983	0.984
FASLG	TNFRSF25	9606.ENSP00000356694	9606.ENSP00000367013	0	0	0	0	0.060	0	0	0.991	0.991
FASLG	TNFRSF6B	9606.ENSP00000356694	9606.ENSP00000359013	0	0	0	0	0	0.977	0.900	0.997	0.999
FBXL12	RBX1	9606.ENSP00000247977	9606.ENSP00000216225	0	0	0	0	0	0.449	0.400	0.395	0.782
FBXL12	SKP1	9606.ENSP00000247977	9606.ENSP00000231487	0	0	0	0	0.067	0.901	0.400	0.845	0.990
FBXL13	SKP1	9606.ENSP00000321927	9606.ENSP00000231487	0	0	0	0	0.067	0.458	0.400	0.797	0.930
FBXL14	RBX1	9606.ENSP00000344855	9606.ENSP00000216225	0	0	0	0	0	0.516	0.400	0.431	0.820
FBXL14	SKP1	9606.ENSP00000344855	9606.ENSP00000231487	0	0	0	0	0.067	0.732	0.400	0.752	0.958
FBXL14	FBXL5	9606.ENSP00000344855	9606.ENSP00000344866	0	0	0	0	0	0	0	0.726	0.726
FBXL14	FBXO11	9606.ENSP00000344855	9606.ENSP00000384823	0	0	0	0	0	0	0	0.772	0.772
FBXL15	RBX1	9606.ENSP00000224862	9606.ENSP00000216225	0	0	0	0	0.047	0.549	0.400	0.276	0.788
FBXL15	SKP1	9606.ENSP00000224862	9606.ENSP00000231487	0	0	0	0	0.067	0.996	0.400	0.542	0.999
FBXL16	SKP1	9606.ENSP00000380746	9606.ENSP00000231487	0	0	0	0	0.067	0.707	0.400	0.812	0.965
FBXL18	RBX1	9606.ENSP00000371805	9606.ENSP00000216225	0	0	0	0	0.063	0.471	0.800	0.614	0.956
FBXL18	SKP1	9606.ENSP00000371805	9606.ENSP00000231487	0	0	0	0	0.056	0.276	0.800	0.834	0.974
FBXL18	FBXL7	9606.ENSP00000371805	9606.ENSP00000423630	0	0	0	0	0	0.309	0.400	0.494	0.772
FBXL19	SKP1	9606.ENSP00000369666	9606.ENSP00000231487	0	0	0	0	0.067	0.862	0.400	0.900	0.991
FBXL20	SKP1	9606.ENSP00000264658	9606.ENSP00000231487	0	0	0	0	0	0.489	0.400	0.674	0.891
FBXL22	SKP1	9606.ENSP00000353794	9606.ENSP00000231487	0	0	0	0	0.067	0.710	0.400	0.812	0.965
FBXL3	SKP1	9606.ENSP00000347834	9606.ENSP00000231487	0	0	0	0	0.089	0.995	0.400	0.951	0.999
FBXL3	FBXO4	9606.ENSP00000347834	9606.ENSP00000281623	0	0	0	0	0.049	0	0.400	0.546	0.718
FBXL4	SKP1	9606.ENSP00000358247	9606.ENSP00000231487	0	0	0	0	0.067	0.599	0.400	0.800	0.949
FBXL5	RBX1	9606.ENSP00000344866	9606.ENSP00000216225	0	0	0	0	0.042	0.510	0.400	0.625	0.880
FBXL5	SKP1	9606.ENSP00000344866	9606.ENSP00000231487	0	0	0	0	0.099	0.987	0.800	0.980	0.999
FBXL5	HERC2	9606.ENSP00000344866	9606.ENSP00000261609	0	0	0	0	0	0.624	0	0.294	0.724
FBXL7	RBX1	9606.ENSP00000423630	9606.ENSP00000216225	0	0	0	0	0	0.254	0.800	0.412	0.904
FBXL7	SKP1	9606.ENSP00000423630	9606.ENSP00000231487	0	0	0	0	0.067	0.850	0.800	0.807	0.993
FBXL8	SKP1	9606.ENSP00000258200	9606.ENSP00000231487	0	0	0	0	0.067	0.792	0.400	0.792	0.972
FBXO10	SKP1	9606.ENSP00000403802	9606.ENSP00000231487	0	0	0	0	0	0.364	0.400	0.634	0.848
FBXO11	RBX1	9606.ENSP00000384823	9606.ENSP00000216225	0	0	0	0	0	0.689	0.400	0.370	0.872
FBXO11	SKP1	9606.ENSP00000384823	9606.ENSP00000231487	0	0	0	0	0.056	0.903	0.400	0.857	0.991
FBXO11	UBE2M	9606.ENSP00000384823	9606.ENSP00000253023	0	0	0	0	0	0.292	0.500	0.289	0.726
FBXO11	TP53	9606.ENSP00000384823	9606.ENSP00000269305	0	0	0	0	0	0.397	0	0.581	0.736
FBXO11	UBA3	9606.ENSP00000384823	9606.ENSP00000354340	0	0	0	0	0.072	0.292	0.500	0.273	0.729
FBXO15	NANOG	9606.ENSP00000393154	9606.ENSP00000229307	0	0	0	0	0.107	0	0	0.849	0.859
FBXO15	SKP1	9606.ENSP00000393154	9606.ENSP00000231487	0	0	0	0	0	0.995	0.400	0.561	0.998
FBXO15	SOX2	9606.ENSP00000393154	9606.ENSP00000323588	0	0	0	0	0	0	0	0.819	0.819
FBXO17	RBX1	9606.ENSP00000292852	9606.ENSP00000216225	0	0	0	0	0	0.615	0.400	0.194	0.797
FBXO17	SKP1	9606.ENSP00000292852	9606.ENSP00000231487	0	0	0	0	0	0.894	0.400	0.708	0.979
FBXO17	UBE2M	9606.ENSP00000292852	9606.ENSP00000253023	0	0	0	0	0.042	0.292	0.500	0.282	0.723
FBXO17	FBXW2	9606.ENSP00000292852	9606.ENSP00000476369	0	0	0	0	0	0.610	0	0.335	0.729
FBXO2	RBX1	9606.ENSP00000346240	9606.ENSP00000216225	0	0	0	0	0	0.512	0.400	0.539	0.853
FBXO2	STUB1	9606.ENSP00000346240	9606.ENSP00000219548	0	0	0	0	0.062	0.295	0	0.833	0.880
FBXO2	SKP1	9606.ENSP00000346240	9606.ENSP00000231487	0	0	0	0	0	0.943	0.400	0.935	0.997
FBXO2	FBXW11	9606.ENSP00000346240	9606.ENSP00000265094	0	0	0	0	0	0	0.900	0.224	0.919
FBXO2	SKP2	9606.ENSP00000346240	9606.ENSP00000274255	0	0	0	0	0	0	0.900	0.547	0.952
FBXO2	FBXO4	9606.ENSP00000346240	9606.ENSP00000281623	0	0	0	0	0	0	0.900	0.449	0.942
FBXO2	ITGB1	9606.ENSP00000346240	9606.ENSP00000379350	0	0	0	0	0	0.636	0	0.630	0.859
FBXO2	FBXW7	9606.ENSP00000346240	9606.ENSP00000474725	0	0	0	0	0	0	0.900	0.479	0.945
FBXO2	FBXO6	9606.ENSP00000346240	9606.ENSP00000365944	0	0	0.077	0.923	0	0	0.900	0.627	0.962
FBXO21	RBX1	9606.ENSP00000328187	9606.ENSP00000216225	0	0	0	0	0	0.615	0.400	0.220	0.804
FBXO21	SKP1	9606.ENSP00000328187	9606.ENSP00000231487	0	0	0	0	0.082	0.610	0.400	0.901	0.976
FBXO22	RBX1	9606.ENSP00000307833	9606.ENSP00000216225	0	0	0	0	0.063	0.554	0.400	0.220	0.778
FBXO22	NFKBIA	9606.ENSP00000307833	9606.ENSP00000216797	0	0	0	0	0	0	0.900	0.055	0.901
FBXO22	SKP1	9606.ENSP00000307833	9606.ENSP00000231487	0	0	0	0	0.058	0.994	0.800	0.739	0.999
FBXO27	RBX1	9606.ENSP00000292853	9606.ENSP00000216225	0	0	0	0	0	0.512	0.400	0.257	0.763
FBXO27	SKP1	9606.ENSP00000292853	9606.ENSP00000231487	0	0	0	0	0	0.760	0.400	0.820	0.971
FBXO30	SKP1	9606.ENSP00000237281	9606.ENSP00000231487	0	0	0	0	0.054	0.635	0.400	0.497	0.881
FBXO31	RBX1	9606.ENSP00000310841	9606.ENSP00000216225	0	0	0	0	0	0.725	0.400	0.184	0.853
FBXO31	SKP1	9606.ENSP00000310841	9606.ENSP00000231487	0	0	0	0	0	0.983	0.400	0.654	0.996
FBXO32	RBX1	9606.ENSP00000428205	9606.ENSP00000216225	0	0	0	0	0.102	0.292	0.400	0.493	0.780
FBXO32	SKP1	9606.ENSP00000428205	9606.ENSP00000231487	0	0	0	0	0.060	0.596	0.400	0.893	0.972
FBXO32	FOXO3	9606.ENSP00000428205	9606.ENSP00000339527	0	0	0	0	0.049	0	0.500	0.868	0.932
FBXO32	TRIM63	9606.ENSP00000428205	9606.ENSP00000363390	0	0	0	0	0.063	0	0	0.958	0.959
FBXO32	FOXO1	9606.ENSP00000428205	9606.ENSP00000368880	0	0	0	0	0.067	0	0.500	0.836	0.917
FBXO4	SKP1	9606.ENSP00000281623	9606.ENSP00000231487	0	0	0	0	0	0.988	0.400	0.880	0.999
FBXO4	FBXW11	9606.ENSP00000281623	9606.ENSP00000265094	0	0	0	0	0	0	0.900	0.352	0.932
FBXO4	SKP2	9606.ENSP00000281623	9606.ENSP00000274255	0	0	0	0	0.050	0	0.900	0.597	0.958
FBXO4	FBXW8	9606.ENSP00000281623	9606.ENSP00000498999	0	0	0	0	0.049	0.299	0	0.775	0.837
FBXO4	FBXW7	9606.ENSP00000281623	9606.ENSP00000474725	0	0	0	0	0	0.051	0.900	0.511	0.949
FBXO40	SKP1	9606.ENSP00000337510	9606.ENSP00000231487	0	0	0	0	0	0.239	0.400	0.693	0.847
FBXO41	SKP1	9606.ENSP00000428646	9606.ENSP00000231487	0	0	0	0	0	0.331	0.400	0.642	0.843
FBXO6	RBX1	9606.ENSP00000365944	9606.ENSP00000216225	0	0	0	0	0.042	0.678	0.400	0.295	0.852
FBXO6	SKP1	9606.ENSP00000365944	9606.ENSP00000231487	0	0	0	0	0	0.911	0.400	0.880	0.993
FBXO7	RBX1	9606.ENSP00000266087	9606.ENSP00000216225	0	0	0	0	0.062	0.839	0.400	0.665	0.965
FBXO7	SKP1	9606.ENSP00000266087	9606.ENSP00000231487	0	0	0	0	0.065	0.927	0.400	0.946	0.997
FBXO7	UBE2M	9606.ENSP00000266087	9606.ENSP00000253023	0	0	0	0	0.054	0.510	0.500	0.144	0.775
FBXO7	PSMB7	9606.ENSP00000266087	9606.ENSP00000259457	0	0	0	0	0.056	0.784	0	0.080	0.796
FBXO7	PSMB1	9606.ENSP00000266087	9606.ENSP00000262193	0	0	0	0	0.104	0.784	0	0.114	0.814
FBXO7	PSMB3	9606.ENSP00000266087	9606.ENSP00000483688	0	0	0	0	0.056	0.709	0	0.064	0.720
FBXO7	PSMB2	9606.ENSP00000266087	9606.ENSP00000362334	0	0	0	0	0.055	0.788	0	0.060	0.795
FBXO7	PSMB4	9606.ENSP00000266087	9606.ENSP00000290541	0	0	0	0	0.047	0.818	0	0.072	0.824
FBXO7	PLA2G6	9606.ENSP00000266087	9606.ENSP00000333142	0	0	0	0	0.045	0	0	0.897	0.897
FBXO7	PRKN	9606.ENSP00000266087	9606.ENSP00000355865	0	0	0	0	0	0.331	0	0.882	0.917
FBXO7	PSMF1	9606.ENSP00000266087	9606.ENSP00000338039	0	0	0	0	0.347	0.884	0	0.714	0.976
FBXO9	SKP1	9606.ENSP00000244426	9606.ENSP00000231487	0	0	0	0	0.072	0.952	0.400	0.815	0.994
FBXW10	RBX1	9606.ENSP00000379025	9606.ENSP00000216225	0	0	0	0	0	0.463	0.400	0.282	0.748
FBXW10	SKP1	9606.ENSP00000379025	9606.ENSP00000231487	0	0	0	0	0	0.440	0.400	0.641	0.869
FBXW11	RBX1	9606.ENSP00000265094	9606.ENSP00000216225	0	0	0	0	0	0.713	0.900	0.850	0.995
FBXW11	NFKBIA	9606.ENSP00000265094	9606.ENSP00000216797	0	0	0	0	0	0.877	0.900	0.222	0.989
FBXW11	UBE2D4	9606.ENSP00000265094	9606.ENSP00000222402	0	0	0	0	0.056	0.131	0.800	0.057	0.824
FBXW11	NFKB1	9606.ENSP00000265094	9606.ENSP00000226574	0	0	0	0	0.074	0.622	0.500	0.118	0.825
FBXW11	SKP1	9606.ENSP00000265094	9606.ENSP00000231487	0	0	0	0	0.055	0.994	0.900	0.906	0.999
FBXW11	RELA	9606.ENSP00000265094	9606.ENSP00000384273	0	0	0	0	0.064	0.510	0.500	0.069	0.758
FBXW11	PDCD4	9606.ENSP00000265094	9606.ENSP00000280154	0	0	0	0	0.048	0.759	0	0.119	0.780
FBXW11	UBE2D1	9606.ENSP00000265094	9606.ENSP00000363019	0	0	0	0	0.062	0.131	0.800	0.152	0.843
FBXW11	UBE2D2	9606.ENSP00000265094	9606.ENSP00000381717	0	0	0	0	0.081	0.131	0.800	0.139	0.844
FBXW11	UBA3	9606.ENSP00000265094	9606.ENSP00000354340	0	0	0	0	0.096	0	0.500	0.716	0.860
FBXW11	NFKB2	9606.ENSP00000265094	9606.ENSP00000358983	0	0	0	0	0	0.788	0.500	0.118	0.898
FBXW11	FBXW7	9606.ENSP00000265094	9606.ENSP00000474725	0	0	0.088	0.762	0.086	0	0.900	0.140	0.918
FBXW11	NFKBIB	9606.ENSP00000265094	9606.ENSP00000312988	0	0	0	0	0	0.623	0.900	0.092	0.962
FBXW11	SKP2	9606.ENSP00000265094	9606.ENSP00000274255	0	0	0	0	0	0	0.900	0.813	0.980
FBXW12	SKP1	9606.ENSP00000296438	9606.ENSP00000231487	0	0	0	0	0	0.292	0.400	0.656	0.841
FBXW2	RBX1	9606.ENSP00000476369	9606.ENSP00000216225	0	0	0	0	0	0.777	0.400	0.300	0.898
FBXW2	SKP1	9606.ENSP00000476369	9606.ENSP00000231487	0	0	0	0	0.049	0.917	0.400	0.790	0.988
FBXW2	FBXW5	9606.ENSP00000476369	9606.ENSP00000313034	0	0	0	0	0.049	0	0.400	0.555	0.724
FBXW2	FBXW7	9606.ENSP00000476369	9606.ENSP00000474725	0	0	0	0.651	0	0.519	0.400	0.155	0.735
FBXW2	FBXW4	9606.ENSP00000476369	9606.ENSP00000499522	0	0	0	0	0.049	0	0.400	0.611	0.759
FBXW4	SKP1	9606.ENSP00000499522	9606.ENSP00000231487	0	0	0	0	0.060	0.782	0.400	0.520	0.933
FBXW4	FBXW5	9606.ENSP00000499522	9606.ENSP00000313034	0	0	0	0	0.067	0	0.400	0.598	0.755
FBXW4	TCP1	9606.ENSP00000499522	9606.ENSP00000317334	0	0	0	0	0	0.614	0.500	0.064	0.803
FBXW4	FBXW9	9606.ENSP00000499522	9606.ENSP00000376945	0	0	0	0	0.042	0	0.400	0.532	0.707
FBXW5	RBX1	9606.ENSP00000313034	9606.ENSP00000216225	0	0	0	0	0.042	0.596	0.900	0.687	0.986
FBXW5	SKP1	9606.ENSP00000313034	9606.ENSP00000231487	0	0	0	0	0	0.994	0.400	0.728	0.998
FBXW5	GLMN	9606.ENSP00000313034	9606.ENSP00000359385	0	0	0	0	0.091	0	0.720	0	0.734
FBXW5	FBXW9	9606.ENSP00000313034	9606.ENSP00000376945	0	0	0	0	0.072	0	0.400	0.633	0.778
FBXW7	RBX1	9606.ENSP00000474725	9606.ENSP00000216225	0	0	0	0	0	0.908	0.800	0.994	0.999
FBXW7	PSMA2	9606.ENSP00000474725	9606.ENSP00000223321	0	0	0	0	0	0.601	0.400	0.176	0.785
FBXW7	SKP1	9606.ENSP00000474725	9606.ENSP00000231487	0	0	0	0	0	0.998	0.800	0.997	0.999
FBXW7	KRAS	9606.ENSP00000474725	9606.ENSP00000256078	0	0	0	0	0.081	0.153	0	0.726	0.768
FBXW7	PIK3CA	9606.ENSP00000474725	9606.ENSP00000263967	0	0	0	0	0.121	0	0	0.844	0.857
FBXW7	STAT3	9606.ENSP00000474725	9606.ENSP00000264657	0	0	0	0	0.049	0.474	0.400	0.395	0.794
FBXW7	TP53	9606.ENSP00000474725	9606.ENSP00000269305	0	0	0	0	0	0.620	0.400	0.842	0.960
FBXW7	SKP2	9606.ENSP00000474725	9606.ENSP00000274255	0	0	0	0	0	0	0.900	0.914	0.991
FBXW7	RICTOR	9606.ENSP00000474725	9606.ENSP00000296782	0	0	0	0	0.082	0.625	0	0.676	0.878
FBXW7	SMARCA4	9606.ENSP00000474725	9606.ENSP00000343896	0	0	0	0	0	0.510	0	0.626	0.808
FBXW7	MTOR	9606.ENSP00000474725	9606.ENSP00000354558	0	0	0	0	0.049	0.835	0	0.540	0.921
FBXW7	PRKN	9606.ENSP00000474725	9606.ENSP00000355865	0	0	0	0	0.044	0.512	0.540	0.740	0.936
FBXW7	MCL1	9606.ENSP00000474725	9606.ENSP00000358022	0	0	0	0	0.044	0.869	0	0.596	0.945
FBXW7	NRAS	9606.ENSP00000474725	9606.ENSP00000358548	0	0	0	0	0.055	0.073	0	0.701	0.715
FBXW7	NFKB2	9606.ENSP00000474725	9606.ENSP00000358983	0	0	0	0	0	0.804	0	0.500	0.898
FBXW7	JUN	9606.ENSP00000474725	9606.ENSP00000360266	0	0	0	0	0.049	0.848	0	0.982	0.997
FBXW7	PTEN	9606.ENSP00000474725	9606.ENSP00000361021	0	0	0	0	0.112	0.296	0	0.830	0.884
FBXW7	UBA52	9606.ENSP00000474725	9606.ENSP00000388107	0	0	0	0	0	0.449	0.500	0.063	0.719
FBXW7	UBC	9606.ENSP00000474725	9606.ENSP00000441543	0	0	0	0	0	0.555	0.500	0.152	0.795
FBXW7	UBB	9606.ENSP00000474725	9606.ENSP00000478771	0	0	0	0	0	0.398	0.500	0.161	0.725
FBXW7	PTPN11	9606.ENSP00000474725	9606.ENSP00000489597	0	0	0	0	0.070	0.510	0	0.513	0.759
FBXW7	MYC	9606.ENSP00000474725	9606.ENSP00000478887	0	0	0	0	0	0.998	0	0.935	0.999
FBXW8	RBX1	9606.ENSP00000498999	9606.ENSP00000216225	0	0	0	0	0	0.854	0.900	0.996	0.999
FBXW8	SKP1	9606.ENSP00000498999	9606.ENSP00000231487	0	0	0	0	0	0.914	0.900	0.997	0.999
FBXW8	TP53	9606.ENSP00000498999	9606.ENSP00000269305	0	0	0	0	0.045	0.601	0	0.527	0.804
FBXW8	SKP2	9606.ENSP00000498999	9606.ENSP00000274255	0	0	0	0	0	0.292	0	0.845	0.885
FBXW8	IRS1	9606.ENSP00000498999	9606.ENSP00000304895	0	0	0	0	0.060	0.705	0	0.420	0.825
FBXW8	UBA3	9606.ENSP00000498999	9606.ENSP00000354340	0	0	0	0	0.060	0.071	0.500	0.732	0.867
FBXW8	GLMN	9606.ENSP00000498999	9606.ENSP00000359385	0	0	0	0	0	0	0.800	0.903	0.979
FBXW9	RBX1	9606.ENSP00000376945	9606.ENSP00000216225	0	0	0	0	0	0.651	0.400	0.271	0.834
FBXW9	SKP1	9606.ENSP00000376945	9606.ENSP00000231487	0	0	0	0	0	0.996	0.400	0.814	0.999
FCAR	TYROBP	9606.ENSP00000347714	9606.ENSP00000262629	0	0	0	0	0.123	0	0	0.819	0.834
